time,user id,movie id
2023-04-09T21:50,390897,GET /rate/star+wars+1977=4
2023-04-09T21:50:01,395634,GET /rate/final+cut+1998=3
2023-04-09T21:50:01,608957,GET /rate/kill+the+messenger+2014=4
2023-04-09T21:50:01,76913,GET /rate/up+2009=4
2023-04-09T21:50:01,136049,GET /rate/harry+potter+and+the+half-blood+prince+2009=5
2023-04-09T21:50:01,650477,GET /rate/toy+story+1995=3
2023-04-09T21:50:01,258724,GET /rate/monster+in+a+box+1992=4
2023-04-09T21:50:02,829773,GET /rate/shrek+forever+after+2010=3
2023-04-09T21:50:02,886013,GET /rate/inception+2010=3
2023-04-09T21:50:02,165220,GET /rate/marley+2012=4
2023-04-09T21:50:02,230138,GET /rate/shrek+forever+after+2010=4
2023-04-09T21:50:02,722359,GET /rate/matango+attack+of+the+mushroom+people+1963=4
2023-04-09T21:50:03,491748,GET /rate/star+trek+of+gods+and+men+2007=4
2023-04-09T21:50:03,282107,GET /rate/his+girl+friday+1940=3
2023-04-09T21:50:03,927329,GET /rate/harry+potter+and+the+philosophers+stone+2001=4
2023-04-09T21:50:03,89753,GET /rate/act+of+violence+1949=4
2023-04-09T21:50:03,214240,GET /rate/wonderland+1999=4
2023-04-09T21:50:03,123052,GET /rate/shutter+island+2010=4
2023-04-09T21:50:03,113248,GET /rate/a+grain+of+truth+2015=4
2023-04-09T21:50:03,430060,GET /rate/capricorn+one+1977=3
2023-04-09T21:50:04,858901,GET /rate/sal_+or+the+120+days+of+sodom+1975=4
2023-04-09T21:50:04,912034,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=5
2023-04-09T21:50:04,51004,GET /rate/the+dark+knight+2008=5
2023-04-09T21:50:04,296883,GET /rate/chernobyl+diaries+2012=3
2023-04-09T21:50:05,139038,GET /rate/the+legend+of+sarila+2013=2
2023-04-09T21:50:05,923472,GET /rate/the+shining+1980=4
2023-04-09T21:50:05,775624,GET /rate/a+room+with+a+view+1985=4
2023-04-09T21:50:05,857630,GET /rate/star+wars+1977=4
2023-04-09T21:50:05,466530,GET /rate/the+black+cauldron+1985=3
2023-04-09T21:50:06,807461,GET /rate/shark+tale+2004=3
2023-04-09T21:50:06,424331,GET /rate/dottie+gets+spanked+1993=3
2023-04-09T21:50:06,457046,GET /rate/true+lies+1994=4
2023-04-09T21:50:07,185929,GET /rate/the+dark+house+2009=3
2023-04-09T21:50:08,882900,GET /rate/premature+2014=3
2023-04-09T21:50:08,577169,GET /rate/under+the+bridges+1946=3
2023-04-09T21:50:08,925440,GET /rate/the+curse+of+the+were-rabbit+2005=4
2023-04-09T21:50:08,360247,GET /rate/pinocchio+1940=4
2023-04-09T21:50:09,863470,GET /rate/mamitas+2012=4
2023-04-09T21:50:09,400543,GET /rate/independence+day+1996=3
2023-04-09T21:50:09,445076,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=4
2023-04-09T21:50:09,447440,GET /rate/1900+1976=4
2023-04-09T21:50:09,136491,GET /rate/godzilla_+mothra+and+king+ghidorah+giant+monsters+all-out+attack+2001=3
2023-04-09T21:50:09,314851,GET /rate/the+long+weekend+2005=4
2023-04-09T21:50:09,843138,GET /rate/harry+potter+and+the+prisoner+of+azkaban+2004=5
2023-04-09T21:50:09,519913,GET /rate/stranger+than+paradise+1984=4
2023-04-09T21:50:09,327381,GET /rate/alien+1979=4
2023-04-09T21:50:09,193453,GET /rate/auggie+rose+2000=3
2023-04-09T21:50:10,17120,GET /rate/no+one+dies+in+lily+dale+2011=4
2023-04-09T21:50:10,134504,GET /rate/big+star+nothing+can+hurt+me+2013=4
2023-04-09T21:50:10,774606,GET /rate/big+man+japan+2007=3
2023-04-09T21:50:11,286432,GET /rate/speak+2004=4
2023-04-09T21:50:11,580118,GET /rate/no+country+for+old+men+2007=4
2023-04-09T21:50:12,133188,GET /rate/susan+lenox+her+fall+and+rise+1931=4
2023-04-09T21:50:12,59143,GET /rate/monty+python+and+the+holy+grail+1975=5
2023-04-09T21:50:12,440365,GET /rate/the+haunted+castle+1921=4
2023-04-09T21:50:12,923704,GET /rate/constantine+2005=3
2023-04-09T21:50:12,99884,GET /rate/cooperstown+1993=3
2023-04-09T21:50:12,523397,GET /rate/tell+no+one+2006=4
2023-04-09T21:50:12,355218,GET /rate/american+splendor+2003=4
2023-04-09T21:50:13,878587,GET /rate/thursday+1998=4
2023-04-09T21:50:13,350584,GET /rate/wicker+park+2004=2
2023-04-09T21:50:13,8470,GET /rate/the+shawshank+redemption+1994=5
2023-04-09T21:50:13,600885,GET /rate/i_+robot+2004=4
2023-04-09T22:52,392467,GET /rate/avatar+2009=4
2023-04-09T22:52:01,845517,GET /rate/sweetie+1989=4
2023-04-09T22:52:01,535789,GET /rate/71+2014=3
2023-04-09T22:52:01,908911,GET /rate/fiddler+on+the+roof+1971=5
2023-04-09T22:52:01,78454,GET /rate/the+dove+1974=4
2023-04-09T22:52:02,427915,GET /rate/morning+patrol+1987=4
2023-04-09T22:52:02,700967,GET /rate/posse+1975=4
2023-04-09T22:52:02,393358,GET /rate/violet++daisy+2011=2
2023-04-09T22:52:03,782518,GET /rate/invictus+2009=3
2023-04-09T22:52:03,966451,GET /rate/nightcrawler+2014=5
2023-04-09T22:52:03,435305,GET /rate/ben-hur+a+tale+of+the+christ+1925=3
2023-04-09T22:52:03,287709,GET /rate/the+shawshank+redemption+1994=4
2023-04-09T22:52:03,797137,GET /rate/fight+club+1999=5
2023-04-09T22:52:03,98644,GET /rate/meet+the+parents+2000=4
2023-04-09T22:52:03,838267,GET /rate/forgotten+silver+1995=4
2023-04-09T22:52:04,177854,GET /rate/jules+and+jim+1962=4
2023-04-09T22:52:04,837665,GET /rate/hedda+gabler+1962=2
2023-04-09T22:52:04,733388,GET /rate/dances+with+wolves+1990=5
2023-04-09T22:52:05,709792,GET /rate/coco+chanel+2008=4
2023-04-09T22:52:05,181093,GET /rate/despicable+me+2010=4
2023-04-09T22:52:07,22678,GET /rate/captain+january+1936=4
2023-04-09T22:52:07,15475,GET /rate/alexander+nevsky+1938=5
2023-04-09T22:52:08,29916,GET /rate/city+of+god+2002=3
2023-04-09T22:52:08,257094,GET /rate/racing+stripes+2005=2
2023-04-09T22:52:09,170022,GET /rate/rob-b-hood+2006=4
2023-04-09T22:52:09,434338,GET /rate/harry+potter+and+the+chamber+of+secrets+2002=3
2023-04-09T22:52:09,762071,GET /rate/the+cooler+2003=3
2023-04-09T22:52:09,939371,GET /rate/panic+in+the+streets+1950=3
2023-04-09T22:52:09,400891,GET /rate/galaxy+quest+1999=4
2023-04-09T22:52:09,603942,GET /rate/mr.+thank+you+1936=4
2023-04-09T22:52:09,230993,GET /rate/american+pie+2+2001=3
2023-04-09T22:52:10,60879,GET /rate/whats+in+a+name+2012=3
2023-04-09T22:52:10,75759,GET /rate/the+hobbit+the+desolation+of+smaug+2013=4
2023-04-09T22:52:10,179795,GET /rate/the+private+lives+of+elizabeth+and+essex+1939=4
2023-04-09T22:52:10,525282,GET /rate/the+dark+knight+2008=5
2023-04-09T22:52:11,742849,GET /rate/lone+wolf+and+cub+baby+cart+at+the+river+styx+1972=4
2023-04-09T22:52:11,578167,GET /rate/super+high+me+2007=3
2023-04-09T22:52:11,989913,GET /rate/toy+story+2+1999=5
2023-04-09T22:52:11,14542,GET /rate/double+trouble+1992=3
2023-04-09T22:52:11,681809,GET /rate/anatomy+of+a+murder+1959=5
2023-04-09T22:52:11,488030,GET /rate/a+modern+affair+1996=4
2023-04-09T22:52:12,861072,GET /rate/i+hate+myself++2013=2
2023-04-09T22:52:13,361852,GET /rate/interstellar+2014=4
2023-04-09T22:52:13,628835,GET /rate/paul+blart+mall+cop+2009=2
2023-04-09T22:52:13,506284,GET /rate/the+mist+2007=4
2023-04-09T21:50,390897,GET /rate/star+wars+1977=4
2023-04-09T21:50:01,395634,GET /rate/final+cut+1998=3
2023-04-09T21:50:01,608957,GET /rate/kill+the+messenger+2014=4
2023-04-09T21:50:01,76913,GET /rate/up+2009=4
2023-04-09T21:50:01,136049,GET /rate/harry+potter+and+the+half-blood+prince+2009=5
2023-04-09T21:50:01,650477,GET /rate/toy+story+1995=3
2023-04-09T21:50:01,258724,GET /rate/monster+in+a+box+1992=4
2023-04-09T21:50:02,829773,GET /rate/shrek+forever+after+2010=3
2023-04-09T21:50:02,886013,GET /rate/inception+2010=3
2023-04-09T21:50:02,165220,GET /rate/marley+2012=4
2023-04-09T21:50:02,230138,GET /rate/shrek+forever+after+2010=4
2023-04-09T21:50:02,722359,GET /rate/matango+attack+of+the+mushroom+people+1963=4
2023-04-09T21:50:03,491748,GET /rate/star+trek+of+gods+and+men+2007=4
2023-04-09T21:50:03,282107,GET /rate/his+girl+friday+1940=3
2023-04-09T21:50:03,927329,GET /rate/harry+potter+and+the+philosophers+stone+2001=4
2023-04-09T21:50:03,89753,GET /rate/act+of+violence+1949=4
2023-04-09T21:50:03,214240,GET /rate/wonderland+1999=4
2023-04-09T21:50:03,123052,GET /rate/shutter+island+2010=4
2023-04-09T21:50:03,113248,GET /rate/a+grain+of+truth+2015=4
2023-04-09T21:50:03,430060,GET /rate/capricorn+one+1977=3
2023-04-09T21:50:04,858901,GET /rate/sal_+or+the+120+days+of+sodom+1975=4
2023-04-09T21:50:04,912034,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=5
2023-04-09T21:50:04,51004,GET /rate/the+dark+knight+2008=5
2023-04-09T21:50:04,296883,GET /rate/chernobyl+diaries+2012=3
2023-04-09T21:50:05,139038,GET /rate/the+legend+of+sarila+2013=2
2023-04-09T21:50:05,923472,GET /rate/the+shining+1980=4
2023-04-09T21:50:05,775624,GET /rate/a+room+with+a+view+1985=4
2023-04-09T21:50:05,857630,GET /rate/star+wars+1977=4
2023-04-09T21:50:05,466530,GET /rate/the+black+cauldron+1985=3
2023-04-09T21:50:06,807461,GET /rate/shark+tale+2004=3
2023-04-09T21:50:06,424331,GET /rate/dottie+gets+spanked+1993=3
2023-04-09T21:50:06,457046,GET /rate/true+lies+1994=4
2023-04-09T21:50:07,185929,GET /rate/the+dark+house+2009=3
2023-04-09T21:50:08,882900,GET /rate/premature+2014=3
2023-04-09T21:50:08,577169,GET /rate/under+the+bridges+1946=3
2023-04-09T21:50:08,925440,GET /rate/the+curse+of+the+were-rabbit+2005=4
2023-04-09T21:50:08,360247,GET /rate/pinocchio+1940=4
2023-04-09T21:50:09,863470,GET /rate/mamitas+2012=4
2023-04-09T21:50:09,400543,GET /rate/independence+day+1996=3
2023-04-09T21:50:09,445076,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=4
2023-04-09T21:50:09,447440,GET /rate/1900+1976=4
2023-04-09T21:50:09,136491,GET /rate/godzilla_+mothra+and+king+ghidorah+giant+monsters+all-out+attack+2001=3
2023-04-09T21:50:09,314851,GET /rate/the+long+weekend+2005=4
2023-04-09T21:50:09,843138,GET /rate/harry+potter+and+the+prisoner+of+azkaban+2004=5
2023-04-09T21:50:09,519913,GET /rate/stranger+than+paradise+1984=4
2023-04-09T21:50:09,327381,GET /rate/alien+1979=4
2023-04-09T21:50:09,193453,GET /rate/auggie+rose+2000=3
2023-04-09T21:50:10,17120,GET /rate/no+one+dies+in+lily+dale+2011=4
2023-04-09T21:50:10,134504,GET /rate/big+star+nothing+can+hurt+me+2013=4
2023-04-09T21:50:10,774606,GET /rate/big+man+japan+2007=3
2023-04-09T21:50:11,286432,GET /rate/speak+2004=4
2023-04-09T21:50:11,580118,GET /rate/no+country+for+old+men+2007=4
2023-04-09T21:50:12,133188,GET /rate/susan+lenox+her+fall+and+rise+1931=4
2023-04-09T21:50:12,59143,GET /rate/monty+python+and+the+holy+grail+1975=5
2023-04-09T21:50:12,440365,GET /rate/the+haunted+castle+1921=4
2023-04-09T21:50:12,923704,GET /rate/constantine+2005=3
2023-04-09T21:50:12,99884,GET /rate/cooperstown+1993=3
2023-04-09T21:50:12,523397,GET /rate/tell+no+one+2006=4
2023-04-09T21:50:12,355218,GET /rate/american+splendor+2003=4
2023-04-09T21:50:13,878587,GET /rate/thursday+1998=4
2023-04-09T21:50:13,350584,GET /rate/wicker+park+2004=2
2023-04-09T21:50:13,8470,GET /rate/the+shawshank+redemption+1994=5
2023-04-09T21:50:13,600885,GET /rate/i_+robot+2004=4
2023-04-09T22:52,392467,GET /rate/avatar+2009=4
2023-04-09T22:52:01,845517,GET /rate/sweetie+1989=4
2023-04-09T22:52:01,535789,GET /rate/71+2014=3
2023-04-09T22:52:01,908911,GET /rate/fiddler+on+the+roof+1971=5
2023-04-09T22:52:01,78454,GET /rate/the+dove+1974=4
2023-04-09T22:52:02,427915,GET /rate/morning+patrol+1987=4
2023-04-09T22:52:02,700967,GET /rate/posse+1975=4
2023-04-09T22:52:02,393358,GET /rate/violet++daisy+2011=2
2023-04-09T22:52:03,782518,GET /rate/invictus+2009=3
2023-04-09T22:52:03,966451,GET /rate/nightcrawler+2014=5
2023-04-09T22:52:03,435305,GET /rate/ben-hur+a+tale+of+the+christ+1925=3
2023-04-09T22:52:03,287709,GET /rate/the+shawshank+redemption+1994=4
2023-04-09T22:52:03,797137,GET /rate/fight+club+1999=5
2023-04-09T22:52:03,98644,GET /rate/meet+the+parents+2000=4
2023-04-09T22:52:03,838267,GET /rate/forgotten+silver+1995=4
2023-04-09T22:52:04,177854,GET /rate/jules+and+jim+1962=4
2023-04-09T22:52:04,837665,GET /rate/hedda+gabler+1962=2
2023-04-09T22:52:04,733388,GET /rate/dances+with+wolves+1990=5
2023-04-09T22:52:05,709792,GET /rate/coco+chanel+2008=4
2023-04-09T22:52:05,181093,GET /rate/despicable+me+2010=4
2023-04-09T22:52:07,22678,GET /rate/captain+january+1936=4
2023-04-09T22:52:07,15475,GET /rate/alexander+nevsky+1938=5
2023-04-09T22:52:08,29916,GET /rate/city+of+god+2002=3
2023-04-09T22:52:08,257094,GET /rate/racing+stripes+2005=2
2023-04-09T22:52:09,170022,GET /rate/rob-b-hood+2006=4
2023-04-09T22:52:09,434338,GET /rate/harry+potter+and+the+chamber+of+secrets+2002=3
2023-04-09T22:52:09,762071,GET /rate/the+cooler+2003=3
2023-04-09T22:52:09,939371,GET /rate/panic+in+the+streets+1950=3
2023-04-09T22:52:09,400891,GET /rate/galaxy+quest+1999=4
2023-04-09T22:52:09,603942,GET /rate/mr.+thank+you+1936=4
2023-04-09T22:52:09,230993,GET /rate/american+pie+2+2001=3
2023-04-09T22:52:10,60879,GET /rate/whats+in+a+name+2012=3
2023-04-09T22:52:10,75759,GET /rate/the+hobbit+the+desolation+of+smaug+2013=4
2023-04-09T22:52:10,179795,GET /rate/the+private+lives+of+elizabeth+and+essex+1939=4
2023-04-09T22:52:10,525282,GET /rate/the+dark+knight+2008=5
2023-04-09T22:52:11,742849,GET /rate/lone+wolf+and+cub+baby+cart+at+the+river+styx+1972=4
2023-04-09T22:52:11,578167,GET /rate/super+high+me+2007=3
2023-04-09T22:52:11,989913,GET /rate/toy+story+2+1999=5
2023-04-09T22:52:11,14542,GET /rate/double+trouble+1992=3
2023-04-09T22:52:11,681809,GET /rate/anatomy+of+a+murder+1959=5
2023-04-09T22:52:11,488030,GET /rate/a+modern+affair+1996=4
2023-04-09T22:52:12,861072,GET /rate/i+hate+myself++2013=2
2023-04-09T22:52:13,361852,GET /rate/interstellar+2014=4
2023-04-09T22:52:13,628835,GET /rate/paul+blart+mall+cop+2009=2
2023-04-09T22:52:13,506284,GET /rate/the+mist+2007=4
2023-04-09T21:50,390897,GET /rate/star+wars+1977=4
2023-04-09T21:50:01,395634,GET /rate/final+cut+1998=3
2023-04-09T21:50:01,608957,GET /rate/kill+the+messenger+2014=4
2023-04-09T21:50:01,76913,GET /rate/up+2009=4
2023-04-09T21:50:01,136049,GET /rate/harry+potter+and+the+half-blood+prince+2009=5
2023-04-09T21:50:01,650477,GET /rate/toy+story+1995=3
2023-04-09T21:50:01,258724,GET /rate/monster+in+a+box+1992=4
2023-04-09T21:50:02,829773,GET /rate/shrek+forever+after+2010=3
2023-04-09T21:50:02,886013,GET /rate/inception+2010=3
2023-04-09T21:50:02,165220,GET /rate/marley+2012=4
2023-04-09T21:50:02,230138,GET /rate/shrek+forever+after+2010=4
2023-04-09T21:50:02,722359,GET /rate/matango+attack+of+the+mushroom+people+1963=4
2023-04-09T21:50:03,491748,GET /rate/star+trek+of+gods+and+men+2007=4
2023-04-09T21:50:03,282107,GET /rate/his+girl+friday+1940=3
2023-04-09T21:50:03,927329,GET /rate/harry+potter+and+the+philosophers+stone+2001=4
2023-04-09T21:50:03,89753,GET /rate/act+of+violence+1949=4
2023-04-09T21:50:03,214240,GET /rate/wonderland+1999=4
2023-04-09T21:50:03,123052,GET /rate/shutter+island+2010=4
2023-04-09T21:50:03,113248,GET /rate/a+grain+of+truth+2015=4
2023-04-09T21:50:03,430060,GET /rate/capricorn+one+1977=3
2023-04-09T21:50:04,858901,GET /rate/sal_+or+the+120+days+of+sodom+1975=4
2023-04-09T21:50:04,912034,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=5
2023-04-09T21:50:04,51004,GET /rate/the+dark+knight+2008=5
2023-04-09T21:50:04,296883,GET /rate/chernobyl+diaries+2012=3
2023-04-09T21:50:05,139038,GET /rate/the+legend+of+sarila+2013=2
2023-04-09T21:50:05,923472,GET /rate/the+shining+1980=4
2023-04-09T21:50:05,775624,GET /rate/a+room+with+a+view+1985=4
2023-04-09T21:50:05,857630,GET /rate/star+wars+1977=4
2023-04-09T21:50:05,466530,GET /rate/the+black+cauldron+1985=3
2023-04-09T21:50:06,807461,GET /rate/shark+tale+2004=3
2023-04-09T21:50:06,424331,GET /rate/dottie+gets+spanked+1993=3
2023-04-09T21:50:06,457046,GET /rate/true+lies+1994=4
2023-04-09T21:50:07,185929,GET /rate/the+dark+house+2009=3
2023-04-09T21:50:08,882900,GET /rate/premature+2014=3
2023-04-09T21:50:08,577169,GET /rate/under+the+bridges+1946=3
2023-04-09T21:50:08,925440,GET /rate/the+curse+of+the+were-rabbit+2005=4
2023-04-09T21:50:08,360247,GET /rate/pinocchio+1940=4
2023-04-09T21:50:09,863470,GET /rate/mamitas+2012=4
2023-04-09T21:50:09,400543,GET /rate/independence+day+1996=3
2023-04-09T21:50:09,445076,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=4
2023-04-09T21:50:09,447440,GET /rate/1900+1976=4
2023-04-09T21:50:09,136491,GET /rate/godzilla_+mothra+and+king+ghidorah+giant+monsters+all-out+attack+2001=3
2023-04-09T21:50:09,314851,GET /rate/the+long+weekend+2005=4
2023-04-09T21:50:09,843138,GET /rate/harry+potter+and+the+prisoner+of+azkaban+2004=5
2023-04-09T21:50:09,519913,GET /rate/stranger+than+paradise+1984=4
2023-04-09T21:50:09,327381,GET /rate/alien+1979=4
2023-04-09T21:50:09,193453,GET /rate/auggie+rose+2000=3
2023-04-09T21:50:10,17120,GET /rate/no+one+dies+in+lily+dale+2011=4
2023-04-09T21:50:10,134504,GET /rate/big+star+nothing+can+hurt+me+2013=4
2023-04-09T21:50:10,774606,GET /rate/big+man+japan+2007=3
2023-04-09T21:50:11,286432,GET /rate/speak+2004=4
2023-04-09T21:50:11,580118,GET /rate/no+country+for+old+men+2007=4
2023-04-09T21:50:12,133188,GET /rate/susan+lenox+her+fall+and+rise+1931=4
2023-04-09T21:50:12,59143,GET /rate/monty+python+and+the+holy+grail+1975=5
2023-04-09T21:50:12,440365,GET /rate/the+haunted+castle+1921=4
2023-04-09T21:50:12,923704,GET /rate/constantine+2005=3
2023-04-09T21:50:12,99884,GET /rate/cooperstown+1993=3
2023-04-09T21:50:12,523397,GET /rate/tell+no+one+2006=4
2023-04-09T21:50:12,355218,GET /rate/american+splendor+2003=4
2023-04-09T21:50:13,878587,GET /rate/thursday+1998=4
2023-04-09T21:50:13,350584,GET /rate/wicker+park+2004=2
2023-04-09T21:50:13,8470,GET /rate/the+shawshank+redemption+1994=5
2023-04-09T21:50:13,600885,GET /rate/i_+robot+2004=4
2023-04-09T22:52,392467,GET /rate/avatar+2009=4
2023-04-09T22:52:01,845517,GET /rate/sweetie+1989=4
2023-04-09T22:52:01,535789,GET /rate/71+2014=3
2023-04-09T22:52:01,908911,GET /rate/fiddler+on+the+roof+1971=5
2023-04-09T22:52:01,78454,GET /rate/the+dove+1974=4
2023-04-09T22:52:02,427915,GET /rate/morning+patrol+1987=4
2023-04-09T22:52:02,700967,GET /rate/posse+1975=4
2023-04-09T22:52:02,393358,GET /rate/violet++daisy+2011=2
2023-04-09T22:52:03,782518,GET /rate/invictus+2009=3
2023-04-09T22:52:03,966451,GET /rate/nightcrawler+2014=5
2023-04-09T22:52:03,435305,GET /rate/ben-hur+a+tale+of+the+christ+1925=3
2023-04-09T22:52:03,287709,GET /rate/the+shawshank+redemption+1994=4
2023-04-09T22:52:03,797137,GET /rate/fight+club+1999=5
2023-04-09T22:52:03,98644,GET /rate/meet+the+parents+2000=4
2023-04-09T22:52:03,838267,GET /rate/forgotten+silver+1995=4
2023-04-09T22:52:04,177854,GET /rate/jules+and+jim+1962=4
2023-04-09T22:52:04,837665,GET /rate/hedda+gabler+1962=2
2023-04-09T22:52:04,733388,GET /rate/dances+with+wolves+1990=5
2023-04-09T22:52:05,709792,GET /rate/coco+chanel+2008=4
2023-04-09T22:52:05,181093,GET /rate/despicable+me+2010=4
2023-04-09T22:52:07,22678,GET /rate/captain+january+1936=4
2023-04-09T22:52:07,15475,GET /rate/alexander+nevsky+1938=5
